frame_index,host_receive_time,recording_sample_index,recording_elapsed_s,button_label,Channel1_raw,Channel2_raw,Channel 3_raw,Channel 4_raw,Channel1_display,Channel2_display,Channel 3_display,Channel 4_display
4750,2026-07-29T16:55:21.949+08:00,0,0.000000,0,995,8,999,2,-5.000000,8.000000,-1.000000,2.000000
4751,2026-07-29T16:55:21.949+08:00,1,0.002000,0,1001,8,999,2,1.000000,8.000000,-1.000000,2.000000
4752,2026-07-29T16:55:21.949+08:00,2,0.004000,0,1008,8,1001,2,8.000000,8.000000,1.000000,2.000000
4753,2026-07-29T16:55:21.952+08:00,3,0.006000,0,1004,8,1002,2,4.000000,8.000000,2.000000,2.000000
4754,2026-07-29T16:55:21.952+08:00,4,0.008000,0,992,8,1000,2,-8.000000,8.000000,0.000000,2.000000
4755,2026-07-29T16:55:21.962+08:00,5,0.010000,0,987,8,996,2,-13.000000,8.000000,-4.000000,2.000000
4756,2026-07-29T16:55:21.962+08:00,6,0.012000,0,998,8,996,2,-2.000000,8.000000,-4.000000,2.000000
4757,2026-07-29T16:55:21.962+08:00,7,0.014000,0,1011,8,1000,2,11.000000,8.000000,0.000000,2.000000
4758,2026-07-29T16:55:21.967+08:00,8,0.016000,0,1011,8,1003,2,11.000000,8.000000,3.000000,2.000000
4759,2026-07-29T16:55:21.967+08:00,9,0.018000,0,996,8,1001,2,-4.000000,8.000000,1.000000,2.000000
4760,2026-07-29T16:55:21.967+08:00,10,0.020000,0,987,8,998,2,-13.000000,8.000000,-2.000000,2.000000
4761,2026-07-29T16:55:21.967+08:00,11,0.022000,0,994,8,998,2,-6.000000,8.000000,-2.000000,2.000000
4762,2026-07-29T16:55:21.980+08:00,12,0.024000,0,1008,8,1000,2,8.000000,8.000000,0.000000,2.000000
4763,2026-07-29T16:55:21.980+08:00,13,0.026000,0,1010,8,1001,2,10.000000,8.000000,1.000000,2.000000
4764,2026-07-29T16:55:21.980+08:00,14,0.028000,0,999,8,997,2,-1.000000,8.000000,-3.000000,2.000000
4765,2026-07-29T16:55:21.980+08:00,15,0.030000,0,991,8,996,2,-9.000000,8.000000,-4.000000,2.000000
4766,2026-07-29T16:55:21.980+08:00,16,0.032000,0,995,8,1000,2,-5.000000,8.000000,0.000000,2.000000
4767,2026-07-29T16:55:21.980+08:00,17,0.034000,0,1004,8,1004,2,4.000000,8.000000,4.000000,2.000000
4768,2026-07-29T16:55:21.992+08:00,18,0.036000,0,1005,8,1002,2,5.000000,8.000000,2.000000,2.000000
4769,2026-07-29T16:55:21.992+08:00,19,0.038000,0,999,8,996,2,-1.000000,8.000000,-4.000000,2.000000
4770,2026-07-29T16:55:21.992+08:00,20,0.040000,0,993,8,995,2,-7.000000,8.000000,-5.000000,2.000000
4771,2026-07-29T16:55:21.992+08:00,21,0.042000,0,996,8,999,2,-4.000000,8.000000,-1.000000,2.000000
4772,2026-07-29T16:55:21.992+08:00,22,0.044000,0,1004,8,1003,2,4.000000,8.000000,3.000000,2.000000
4773,2026-07-29T16:55:22.016+08:00,23,0.046000,0,1007,8,1002,2,7.000000,8.000000,2.000000,2.000000
4774,2026-07-29T16:55:22.016+08:00,24,0.048000,0,1001,8,998,2,1.000000,8.000000,-2.000000,2.000000
4775,2026-07-29T16:55:22.016+08:00,25,0.050000,0,993,8,997,2,-7.000000,8.000000,-3.000000,2.000000
