frame_index,host_receive_time,recording_sample_index,recording_elapsed_s,button_label,Channel1_raw,Channel2_raw,Channel 3_raw,Channel 4_raw,Channel1_display,Channel2_display,Channel 3_display,Channel 4_display
13179,2026-07-29T17:09:30.881+08:00,0,0.000000,0,992,8,1003,2,-8.000000,8.000000,3.000000,2.000000
13180,2026-07-29T17:09:30.881+08:00,1,0.002000,0,993,8,1000,2,-7.000000,8.000000,0.000000,2.000000
13181,2026-07-29T17:09:30.881+08:00,2,0.004000,0,1002,8,996,2,2.000000,8.000000,-4.000000,2.000000
13182,2026-07-29T17:09:30.886+08:00,3,0.006000,0,1008,8,996,2,8.000000,8.000000,-4.000000,2.000000
13183,2026-07-29T17:09:30.886+08:00,4,0.008000,0,1004,8,999,2,4.000000,8.000000,-1.000000,2.000000
13184,2026-07-29T17:09:30.886+08:00,5,0.010000,0,995,8,1002,2,-5.000000,8.000000,2.000000,2.000000
13185,2026-07-29T17:09:30.886+08:00,6,0.012000,0,993,8,1003,2,-7.000000,8.000000,3.000000,2.000000
13186,2026-07-29T17:09:30.886+08:00,7,0.014000,0,1000,8,1002,2,0.000000,8.000000,2.000000,2.000000
13187,2026-07-29T17:09:30.886+08:00,8,0.016000,0,1006,8,999,2,6.000000,8.000000,-1.000000,2.000000
13188,2026-07-29T17:09:30.898+08:00,9,0.018000,0,1003,8,996,2,3.000000,8.000000,-4.000000,2.000000
13189,2026-07-29T17:09:30.906+08:00,10,0.020000,0,996,8,996,2,-4.000000,8.000000,-4.000000,2.000000
13190,2026-07-29T17:09:30.914+08:00,11,0.022000,0,995,8,1000,2,-5.000000,8.000000,0.000000,2.000000
13191,2026-07-29T17:09:30.914+08:00,12,0.024000,0,999,8,1003,2,-1.000000,8.000000,3.000000,2.000000
13192,2026-07-29T17:09:30.914+08:00,13,0.026000,0,1003,8,1002,2,3.000000,8.000000,2.000000,2.000000
13193,2026-07-29T17:09:30.914+08:00,14,0.028000,0,1001,8,998,2,1.000000,8.000000,-2.000000,2.000000
13194,2026-07-29T17:09:30.914+08:00,15,0.030000,0,998,8,998,2,-2.000000,8.000000,-2.000000,2.000000
13195,2026-07-29T17:09:30.914+08:00,16,0.032000,0,998,8,1000,2,-2.000000,8.000000,0.000000,2.000000
13196,2026-07-29T17:09:30.916+08:00,17,0.034000,0,1001,8,1001,2,1.000000,8.000000,1.000000,2.000000
13197,2026-07-29T17:09:30.916+08:00,18,0.036000,0,1003,8,999,2,3.000000,8.000000,-1.000000,2.000000
13198,2026-07-29T17:09:30.916+08:00,19,0.038000,0,1001,8,998,2,1.000000,8.000000,-2.000000,2.000000
13199,2026-07-29T17:09:30.927+08:00,20,0.040000,0,996,8,999,2,-4.000000,8.000000,-1.000000,2.000000
13200,2026-07-29T17:09:30.927+08:00,21,0.042000,0,995,8,1001,2,-5.000000,8.000000,1.000000,2.000000
13201,2026-07-29T17:09:30.927+08:00,22,0.044000,0,998,8,1001,2,-2.000000,8.000000,1.000000,2.000000
13202,2026-07-29T17:09:30.927+08:00,23,0.046000,0,1001,8,1000,2,1.000000,8.000000,0.000000,2.000000
13203,2026-07-29T17:09:30.927+08:00,24,0.048000,0,1001,8,1000,2,1.000000,8.000000,0.000000,2.000000
13204,2026-07-29T17:09:30.927+08:00,25,0.050000,0,999,8,1000,2,-1.000000,8.000000,0.000000,2.000000
13205,2026-07-29T17:09:30.927+08:00,26,0.052000,0,1000,6,998,2,0.000000,6.000000,-2.000000,2.000000
13206,2026-07-29T17:09:30.927+08:00,27,0.054000,0,1003,6,996,2,3.000000,6.000000,-4.000000,2.000000
13207,2026-07-29T17:09:30.927+08:00,28,0.056000,0,1002,6,998,2,2.000000,6.000000,-2.000000,2.000000
13208,2026-07-29T17:09:30.927+08:00,29,0.058000,0,997,6,1002,2,-3.000000,6.000000,2.000000,2.000000
13209,2026-07-29T17:09:30.927+08:00,30,0.060000,0,993,6,1005,2,-7.000000,6.000000,5.000000,2.000000
13210,2026-07-29T17:09:30.927+08:00,31,0.062000,0,996,6,1001,2,-4.000000,6.000000,1.000000,2.000000
13211,2026-07-29T17:09:30.927+08:00,32,0.064000,0,1003,6,995,2,3.000000,6.000000,-5.000000,2.000000
13212,2026-07-29T17:09:30.927+08:00,33,0.066000,0,1005,6,994,2,5.000000,6.000000,-6.000000,2.000000
13213,2026-07-29T17:09:30.944+08:00,34,0.068000,0,1002,6,998,2,2.000000,6.000000,-2.000000,2.000000
13214,2026-07-29T17:09:30.944+08:00,35,0.070000,0,996,6,1001,2,-4.000000,6.000000,1.000000,2.000000
13215,2026-07-29T17:09:30.944+08:00,36,0.072000,0,994,6,1003,2,-6.000000,6.000000,3.000000,2.000000
13216,2026-07-29T17:09:30.944+08:00,37,0.074000,0,998,6,1000,2,-2.000000,6.000000,0.000000,2.000000
13217,2026-07-29T17:09:30.944+08:00,38,0.076000,0,1003,6,996,2,3.000000,6.000000,-4.000000,2.000000
13218,2026-07-29T17:09:30.944+08:00,39,0.078000,0,1003,6,996,2,3.000000,6.000000,-4.000000,2.000000
13219,2026-07-29T17:09:30.944+08:00,40,0.080000,0,999,6,1001,2,-1.000000,6.000000,1.000000,2.000000
13220,2026-07-29T17:09:30.944+08:00,41,0.082000,0,997,6,1005,2,-3.000000,6.000000,5.000000,2.000000
13221,2026-07-29T17:09:30.944+08:00,42,0.084000,0,999,6,1003,2,-1.000000,6.000000,3.000000,2.000000
13222,2026-07-29T17:09:30.944+08:00,43,0.086000,0,1004,6,997,2,4.000000,6.000000,-3.000000,2.000000
13223,2026-07-29T17:09:30.944+08:00,44,0.088000,0,1003,6,994,2,3.000000,6.000000,-6.000000,2.000000
13224,2026-07-29T17:09:30.944+08:00,45,0.090000,0,997,6,997,2,-3.000000,6.000000,-3.000000,2.000000
13225,2026-07-29T17:09:30.944+08:00,46,0.092000,0,993,6,1002,2,-7.000000,6.000000,2.000000,2.000000
13226,2026-07-29T17:09:30.944+08:00,47,0.094000,0,995,6,1004,2,-5.000000,6.000000,4.000000,2.000000
13227,2026-07-29T17:09:30.944+08:00,48,0.096000,0,1003,6,1003,2,3.000000,6.000000,3.000000,2.000000
13228,2026-07-29T17:09:30.947+08:00,49,0.098000,0,1005,6,1000,2,5.000000,6.000000,0.000000,2.000000
13229,2026-07-29T17:09:30.947+08:00,50,0.100000,0,1001,6,996,2,1.000000,6.000000,-4.000000,2.000000
13230,2026-07-29T17:09:30.947+08:00,51,0.102000,0,996,6,995,2,-4.000000,6.000000,-5.000000,2.000000
13231,2026-07-29T17:09:30.948+08:00,52,0.104000,0,1002,6,1003,2,2.000000,6.000000,3.000000,2.000000
13232,2026-07-29T17:09:30.953+08:00,53,0.106000,0,1002,6,1006,2,2.000000,6.000000,6.000000,2.000000
13233,2026-07-29T17:09:30.953+08:00,54,0.108000,0,997,6,1003,2,-3.000000,6.000000,3.000000,2.000000
13234,2026-07-29T17:09:30.953+08:00,55,0.110000,0,994,6,996,2,-6.000000,6.000000,-4.000000,2.000000
13235,2026-07-29T17:09:30.956+08:00,56,0.112000,0,999,6,993,2,-1.000000,6.000000,-7.000000,2.000000
13236,2026-07-29T17:09:30.956+08:00,57,0.114000,0,1004,6,997,2,4.000000,6.000000,-3.000000,2.000000
13237,2026-07-29T17:09:30.956+08:00,58,0.116000,0,1003,6,1004,2,3.000000,6.000000,4.000000,2.000000
13238,2026-07-29T17:09:30.960+08:00,59,0.118000,0,997,6,1005,2,-3.000000,6.000000,5.000000,2.000000
13239,2026-07-29T17:09:30.960+08:00,60,0.120000,0,995,6,1000,2,-5.000000,6.000000,0.000000,2.000000
13240,2026-07-29T17:09:30.960+08:00,61,0.122000,0,1001,6,995,2,1.000000,6.000000,-5.000000,2.000000
13241,2026-07-29T17:09:31.018+08:00,62,0.124000,0,1006,6,997,2,6.000000,6.000000,-3.000000,2.000000
13242,2026-07-29T17:09:31.018+08:00,63,0.126000,0,1002,6,1001,2,2.000000,6.000000,1.000000,2.000000
13243,2026-07-29T17:09:31.018+08:00,64,0.128000,0,993,6,1001,2,-7.000000,6.000000,1.000000,2.000000
13244,2026-07-29T17:09:31.018+08:00,65,0.130000,0,992,6,998,2,-8.000000,6.000000,-2.000000,2.000000
